order_date,year,quarter,month,month_name,region,country,category,subcategory,customer_segment,quantity,unit_price,revenue,cost,profit,profit_margin
2023-09-16,2023,Q3,9,September,Asia Pacific,Australia,Electronics,Laptops,Home Office,17,1808.59,30746.03,25728.02,5018.01,0.1632
2022-10-28,2022,Q4,10,October,Latin America,Argentina,Furniture,Storage,Home Office,3,583.95,1751.85,1129.26,622.59,0.3554
2024-06-24,2024,Q2,6,June,Asia Pacific,India,Furniture,Tables,Consumer,14,474.9,6648.6,3829.16,2819.44,0.4241
2022-03-17,2022,Q1,3,March,Asia Pacific,India,Furniture,Storage,Home Office,4,869.99,3479.96,1775.49,1704.47,0.4898
2023-08-05,2023,Q3,8,August,Europe,Germany,Office Supplies,Art Supplies,Corporate,16,13.17,210.72,136.28,74.44,0.3533
2022-11-24,2022,Q4,11,November,North America,USA,Office Supplies,Paper,Corporate,13,143.47,1865.11,995.05,870.06,0.4665
2024-05-15,2024,Q2,5,May,North America,Mexico,Electronics,Laptops,Corporate,8,1054.61,8436.88,6378.45,2058.43,0.244
2024-11-05,2024,Q4,11,November,Asia Pacific,China,Electronics,Accessories,Consumer,9,694.8,6253.2,4957.38,1295.82,0.2072
2024-07-08,2024,Q3,7,July,Asia Pacific,China,Clothing,Pants,Consumer,7,281.61,1971.27,1617.91,353.36,0.1793
2024-12-28,2024,Q4,12,December,Europe,UK,Office Supplies,Binders,Home Office,10,66.73,667.3,400.38,266.92,0.4
2022-10-14,2022,Q4,10,October,Latin America,Chile,Furniture,Chairs,Corporate,10,527.05,5270.5,2714.67,2555.83,0.4849
2024-11-23,2024,Q4,11,November,Europe,UK,Clothing,Shirts,Consumer,7,224.82,1573.74,1241.0,332.74,0.2114
2024-05-21,2024,Q2,5,May,Latin America,Brazil,Electronics,Phones,Corporate,13,1350.3,17553.9,8826.46,8727.44,0.4972
2022-09-24,2022,Q3,9,September,Latin America,Brazil,Clothing,Shirts,Corporate,14,50.13,701.82,539.59,162.23,0.2312
2024-12-13,2024,Q4,12,December,Latin America,Chile,Clothing,Pants,Home Office,6,90.33,541.98,431.13,110.85,0.2045
2024-10-18,2024,Q4,10,October,Latin America,Argentina,Clothing,Outerwear,Corporate,8,173.29,1386.32,826.29,560.03,0.404
2022-11-30,2022,Q4,11,November,Europe,France,Clothing,Outerwear,Corporate,10,180.45,1804.5,1107.65,696.85,0.3862
2022-09-22,2022,Q3,9,September,North America,Mexico,Furniture,Tables,Corporate,3,1256.45,3769.35,2825.11,944.24,0.2505
2022-03-08,2022,Q1,3,March,Europe,UK,Electronics,Accessories,Corporate,4,716.26,2865.04,1667.06,1197.98,0.4181
2022-08-14,2022,Q3,8,August,North America,Canada,Office Supplies,Paper,Home Office,19,72.43,1376.17,1011.32,364.85,0.2651
2022-11-10,2022,Q4,11,November,North America,Canada,Office Supplies,Binders,Corporate,6,90.91,545.46,298.01,247.45,0.4537
2023-08-26,2023,Q3,8,August,Latin America,Brazil,Furniture,Chairs,Home Office,16,959.47,15351.52,10117.28,5234.24,0.341
2024-05-13,2024,Q2,5,May,North America,Canada,Office Supplies,Paper,Consumer,10,10.03,100.3,71.34,28.96,0.2887
2024-09-28,2024,Q3,9,September,North America,USA,Office Supplies,Paper,Consumer,14,139.17,1948.38,1056.29,892.09,0.4579
2024-05-05,2024,Q2,5,May,Latin America,Chile,Office Supplies,Art Supplies,Corporate,9,43.63,392.67,205.36,187.31,0.477
2023-11-23,2023,Q4,11,November,Latin America,Argentina,Furniture,Chairs,Home Office,15,676.19,10142.85,6835.4,3307.45,0.3261
2024-08-01,2024,Q3,8,August,Latin America,Chile,Clothing,Shirts,Home Office,2,67.86,135.72,87.72,48.0,0.3537
2023-10-29,2023,Q4,10,October,North America,Mexico,Clothing,Pants,Consumer,10,271.43,2714.3,1437.07,1277.23,0.4706
2024-03-20,2024,Q1,3,March,Asia Pacific,China,Clothing,Outerwear,Corporate,9,34.67,312.03,173.45,138.58,0.4441
2022-07-01,2022,Q3,7,July,Europe,Germany,Office Supplies,Art Supplies,Home Office,16,36.79,588.64,342.49,246.15,0.4182
2022-09-11,2022,Q3,9,September,North America,USA,Electronics,Accessories,Home Office,11,1677.29,18450.19,15348.49,3101.7,0.1681
2023-01-23,2023,Q1,1,January,Latin America,Chile,Electronics,Phones,Home Office,7,357.37,2501.59,1453.46,1048.13,0.419
2024-12-25,2024,Q4,12,December,Europe,Germany,Office Supplies,Paper,Consumer,2,185.66,371.32,240.2,131.12,0.3531
2024-06-28,2024,Q2,6,June,North America,Mexico,Office Supplies,Binders,Home Office,11,86.9,955.9,481.19,474.71,0.4966
2022-04-03,2022,Q2,4,April,Latin America,Brazil,Office Supplies,Binders,Consumer,3,10.59,31.77,22.37,9.4,0.2959
2024-04-29,2024,Q2,4,April,North America,Mexico,Office Supplies,Binders,Corporate,6,157.42,944.52,575.97,368.55,0.3902
2022-07-06,2022,Q3,7,July,North America,USA,Furniture,Tables,Consumer,15,137.17,2057.55,1452.47,605.08,0.2941
2023-01-10,2023,Q1,1,January,Asia Pacific,China,Furniture,Tables,Corporate,13,884.03,11492.39,5771.36,5721.03,0.4978
2022-12-13,2022,Q4,12,December,North America,Mexico,Office Supplies,Paper,Consumer,15,57.94,869.1,709.61,159.49,0.1835
2022-04-30,2022,Q2,4,April,Asia Pacific,India,Electronics,Laptops,Consumer,15,1075.05,16125.75,9160.34,6965.41,0.4319
2024-04-25,2024,Q2,4,April,Asia Pacific,Australia,Clothing,Shirts,Consumer,12,134.94,1619.28,902.21,717.07,0.4428
2023-02-19,2023,Q1,2,February,Europe,France,Clothing,Outerwear,Home Office,17,83.3,1416.1,1113.14,302.96,0.2139
2024-02-28,2024,Q1,2,February,North America,Canada,Electronics,Laptops,Corporate,5,270.84,1354.2,768.69,585.51,0.4324
2024-04-13,2024,Q2,4,April,North America,Canada,Electronics,Laptops,Home Office,15,1754.31,26314.65,13926.6,12388.05,0.4708
2023-04-24,2023,Q2,4,April,North America,Canada,Electronics,Phones,Home Office,16,730.8,11692.8,8558.88,3133.92,0.268
2022-09-15,2022,Q3,9,September,Asia Pacific,India,Clothing,Shirts,Home Office,5,223.71,1118.55,748.91,369.64,0.3305
2024-10-21,2024,Q4,10,October,Europe,France,Office Supplies,Art Supplies,Consumer,15,108.34,1625.1,904.33,720.77,0.4435
2023-05-18,2023,Q2,5,May,Latin America,Chile,Clothing,Shirts,Consumer,10,78.4,784.0,473.33,310.67,0.3963
2024-08-09,2024,Q3,8,August,Asia Pacific,Japan,Electronics,Phones,Corporate,6,758.46,4550.76,2924.78,1625.98,0.3573
2023-07-14,2023,Q3,7,July,Asia Pacific,India,Office Supplies,Art Supplies,Consumer,16,38.4,614.4,485.11,129.29,0.2104
2024-11-11,2024,Q4,11,November,Asia Pacific,China,Furniture,Storage,Home Office,13,559.3,7270.9,5678.56,1592.34,0.219
2022-05-24,2022,Q2,5,May,Asia Pacific,China,Clothing,Outerwear,Consumer,11,199.62,2195.82,1297.6,898.22,0.4091
2022-10-14,2022,Q4,10,October,Asia Pacific,India,Furniture,Storage,Home Office,15,502.15,7532.25,4372.45,3159.8,0.4195
2023-10-14,2023,Q4,10,October,Asia Pacific,Australia,Clothing,Pants,Consumer,19,201.47,3827.93,3086.43,741.5,0.1937
2023-10-21,2023,Q4,10,October,Asia Pacific,Japan,Clothing,Outerwear,Corporate,15,251.3,3769.5,2772.78,996.72,0.2644
2022-02-02,2022,Q1,2,February,Europe,Germany,Clothing,Shirts,Consumer,4,49.57,198.28,102.28,96.0,0.4842
2022-12-22,2022,Q4,12,December,Latin America,Chile,Clothing,Pants,Home Office,11,120.93,1330.23,977.65,352.58,0.2651
2022-06-16,2022,Q2,6,June,North America,Mexico,Electronics,Accessories,Corporate,12,254.34,3052.08,2586.34,465.74,0.1526
2022-09-10,2022,Q3,9,September,Asia Pacific,India,Office Supplies,Binders,Consumer,10,103.4,1034.0,559.44,474.56,0.459
2022-01-18,2022,Q1,1,January,North America,Canada,Office Supplies,Paper,Corporate,10,159.79,1597.9,1167.74,430.16,0.2692
2022-01-20,2022,Q1,1,January,Europe,Germany,Office Supplies,Art Supplies,Home Office,19,197.11,3745.09,2879.23,865.86,0.2312
2024-01-03,2024,Q1,1,January,Europe,Germany,Office Supplies,Art Supplies,Consumer,10,88.36,883.6,543.94,339.66,0.3844
2023-04-25,2023,Q2,4,April,Latin America,Argentina,Electronics,Laptops,Corporate,17,1051.35,17872.95,12970.43,4902.52,0.2743
2023-03-05,2023,Q1,3,March,North America,USA,Clothing,Shirts,Corporate,7,281.64,1971.48,1461.22,510.26,0.2588
2024-10-21,2024,Q4,10,October,Latin America,Brazil,Furniture,Storage,Home Office,1,263.43,263.43,140.89,122.54,0.4652
2022-12-26,2022,Q4,12,December,North America,Mexico,Furniture,Storage,Consumer,7,103.0,721.0,567.02,153.98,0.2136
2022-09-18,2022,Q3,9,September,Asia Pacific,Japan,Office Supplies,Paper,Home Office,17,178.53,3035.01,2571.22,463.79,0.1528
2022-02-17,2022,Q1,2,February,Asia Pacific,India,Electronics,Laptops,Home Office,1,1338.98,1338.98,1035.46,303.52,0.2267
2022-04-17,2022,Q2,4,April,Asia Pacific,India,Clothing,Pants,Consumer,7,90.85,635.95,510.63,125.32,0.1971
2024-11-27,2024,Q4,11,November,Latin America,Argentina,Office Supplies,Art Supplies,Consumer,12,16.9,202.8,121.83,80.97,0.3993
2023-04-05,2023,Q2,4,April,North America,Canada,Clothing,Outerwear,Corporate,18,208.67,3756.06,2991.37,764.69,0.2036
2023-10-10,2023,Q4,10,October,North America,Canada,Furniture,Tables,Consumer,12,295.52,3546.24,2877.25,668.99,0.1886
2022-02-21,2022,Q1,2,February,Europe,Italy,Electronics,Phones,Consumer,2,1555.08,3110.16,1560.96,1549.2,0.4981
2022-12-03,2022,Q4,12,December,Asia Pacific,Australia,Electronics,Accessories,Home Office,6,372.45,2234.7,1131.73,1102.97,0.4936
2022-07-18,2022,Q3,7,July,North America,Canada,Clothing,Shirts,Home Office,10,213.86,2138.6,1243.95,894.65,0.4183
2023-11-16,2023,Q4,11,November,Asia Pacific,Japan,Electronics,Laptops,Consumer,13,1356.17,17630.21,12839.77,4790.44,0.2717
2023-11-29,2023,Q4,11,November,North America,Canada,Furniture,Chairs,Home Office,15,165.12,2476.8,1351.94,1124.86,0.4542
2024-06-17,2024,Q2,6,June,North America,Mexico,Clothing,Outerwear,Consumer,18,32.6,586.8,444.18,142.62,0.243
2022-06-25,2022,Q2,6,June,North America,USA,Clothing,Pants,Home Office,2,71.37,142.74,101.05,41.69,0.2921
2022-05-14,2022,Q2,5,May,Europe,Germany,Clothing,Shirts,Corporate,12,112.95,1355.4,898.45,456.95,0.3371
2024-06-03,2024,Q2,6,June,North America,USA,Electronics,Accessories,Consumer,9,1283.19,11548.71,9035.31,2513.4,0.2176
2023-08-27,2023,Q3,8,August,Latin America,Argentina,Electronics,Accessories,Corporate,16,152.92,2446.72,1764.04,682.68,0.279
2023-04-23,2023,Q2,4,April,North America,Canada,Clothing,Pants,Corporate,1,208.4,208.4,157.03,51.37,0.2465
2022-07-27,2022,Q3,7,July,Asia Pacific,China,Clothing,Outerwear,Corporate,2,205.87,411.74,344.98,66.76,0.1621
2023-01-30,2023,Q1,1,January,North America,USA,Electronics,Accessories,Home Office,15,1791.73,26875.95,18864.46,8011.49,0.2981
2022-05-19,2022,Q2,5,May,Europe,France,Office Supplies,Binders,Corporate,7,102.55,717.85,376.36,341.49,0.4757
2024-09-12,2024,Q3,9,September,Latin America,Brazil,Furniture,Chairs,Consumer,14,1272.54,17815.56,9702.71,8112.85,0.4554
2022-05-04,2022,Q2,5,May,Europe,UK,Clothing,Outerwear,Home Office,2,276.84,553.68,355.63,198.05,0.3577
2024-01-03,2024,Q1,1,January,Asia Pacific,Japan,Furniture,Tables,Corporate,6,1094.9,6569.4,3959.2,2610.2,0.3973
2023-12-04,2023,Q4,12,December,Asia Pacific,Australia,Electronics,Accessories,Home Office,14,1591.06,22274.84,18890.07,3384.77,0.152
2022-10-24,2022,Q4,10,October,North America,USA,Electronics,Laptops,Corporate,1,1691.31,1691.31,1209.41,481.9,0.2849
2023-02-05,2023,Q1,2,February,Europe,France,Electronics,Laptops,Consumer,6,662.07,3972.42,1987.76,1984.66,0.4996
2024-09-01,2024,Q3,9,September,Latin America,Chile,Office Supplies,Art Supplies,Home Office,16,47.49,759.84,555.93,203.91,0.2684
2023-11-19,2023,Q4,11,November,Asia Pacific,India,Office Supplies,Paper,Consumer,8,29.92,239.36,156.74,82.62,0.3452
2024-07-19,2024,Q3,7,July,North America,Canada,Furniture,Chairs,Home Office,14,1114.86,15608.04,9571.41,6036.63,0.3868
2023-04-02,2023,Q2,4,April,Europe,Italy,Furniture,Chairs,Corporate,13,1268.91,16495.83,8983.29,7512.54,0.4554
2023-11-10,2023,Q4,11,November,Latin America,Brazil,Clothing,Shirts,Consumer,14,57.68,807.52,430.45,377.07,0.4669
2024-01-14,2024,Q1,1,January,North America,USA,Office Supplies,Paper,Home Office,9,94.83,853.47,575.78,277.69,0.3254
2022-08-24,2022,Q3,8,August,Europe,UK,Clothing,Shirts,Home Office,5,48.96,244.8,156.85,87.95,0.3593
2024-01-08,2024,Q1,1,January,North America,USA,Furniture,Chairs,Corporate,8,489.32,3914.56,2366.64,1547.92,0.3954
2022-12-23,2022,Q4,12,December,Europe,UK,Furniture,Tables,Home Office,11,80.04,880.44,659.67,220.77,0.2507
2023-05-19,2023,Q2,5,May,Europe,France,Electronics,Phones,Corporate,17,1153.28,19605.76,10819.95,8785.81,0.4481
2022-07-27,2022,Q3,7,July,North America,Mexico,Furniture,Tables,Home Office,8,1350.05,10800.4,8513.55,2286.85,0.2117
2022-08-16,2022,Q3,8,August,Asia Pacific,Japan,Office Supplies,Binders,Consumer,5,105.32,526.6,278.98,247.62,0.4702
2024-01-28,2024,Q1,1,January,Asia Pacific,Japan,Clothing,Outerwear,Consumer,2,190.0,380.0,241.7,138.3,0.3639
2022-08-31,2022,Q3,8,August,Europe,France,Furniture,Chairs,Home Office,8,214.85,1718.8,1048.85,669.95,0.3898
2024-02-14,2024,Q1,2,February,Asia Pacific,Australia,Clothing,Outerwear,Consumer,11,252.32,2775.52,2336.65,438.87,0.1581
2022-04-05,2022,Q2,4,April,Europe,UK,Furniture,Tables,Consumer,11,835.26,9187.86,7403.27,1784.59,0.1942
2022-04-20,2022,Q2,4,April,Asia Pacific,Japan,Clothing,Shirts,Home Office,3,269.57,808.71,535.64,273.07,0.3377
2022-06-16,2022,Q2,6,June,Latin America,Chile,Electronics,Phones,Home Office,15,704.78,10571.7,7095.33,3476.37,0.3288
2024-03-05,2024,Q1,3,March,Asia Pacific,India,Clothing,Shirts,Corporate,6,185.84,1115.04,828.62,286.42,0.2569
2024-02-05,2024,Q1,2,February,Latin America,Chile,Clothing,Pants,Corporate,1,197.07,197.07,107.39,89.68,0.4551
2024-04-01,2024,Q2,4,April,North America,USA,Furniture,Chairs,Corporate,12,1064.66,12775.92,9520.79,3255.13,0.2548
2023-04-26,2023,Q2,4,April,Latin America,Brazil,Office Supplies,Binders,Corporate,9,161.8,1456.2,945.19,511.01,0.3509
2022-11-18,2022,Q4,11,November,Asia Pacific,Australia,Electronics,Phones,Consumer,19,1487.47,28261.93,20255.62,8006.31,0.2833
2023-08-28,2023,Q3,8,August,Latin America,Chile,Office Supplies,Paper,Home Office,13,136.37,1772.81,1362.63,410.18,0.2314
2022-03-26,2022,Q1,3,March,Latin America,Chile,Office Supplies,Binders,Corporate,15,125.34,1880.1,1499.35,380.75,0.2025
2024-08-15,2024,Q3,8,August,Latin America,Argentina,Office Supplies,Binders,Corporate,19,49.08,932.52,646.11,286.41,0.3071
2023-07-14,2023,Q3,7,July,Latin America,Brazil,Furniture,Tables,Consumer,16,480.81,7692.96,4649.06,3043.9,0.3957
2023-06-28,2023,Q2,6,June,North America,Canada,Electronics,Laptops,Home Office,13,1128.61,14671.93,7777.76,6894.17,0.4699
2024-11-16,2024,Q4,11,November,North America,Canada,Furniture,Chairs,Consumer,19,1262.03,23978.57,20175.94,3802.63,0.1586
2022-05-27,2022,Q2,5,May,Asia Pacific,China,Furniture,Tables,Consumer,15,852.97,12794.55,7443.99,5350.56,0.4182
2023-11-06,2023,Q4,11,November,Asia Pacific,Australia,Office Supplies,Paper,Home Office,10,164.91,1649.1,848.55,800.55,0.4854
2022-10-10,2022,Q4,10,October,Asia Pacific,China,Office Supplies,Binders,Corporate,11,58.0,638.0,408.13,229.87,0.3603
2024-04-07,2024,Q2,4,April,Latin America,Chile,Electronics,Laptops,Home Office,6,1340.6,8043.6,4455.12,3588.48,0.4461
2024-11-15,2024,Q4,11,November,Europe,Italy,Furniture,Chairs,Home Office,3,1230.09,3690.27,2598.3,1091.97,0.2959
2023-03-06,2023,Q1,3,March,Latin America,Brazil,Clothing,Outerwear,Corporate,15,122.15,1832.25,1327.17,505.08,0.2757
2023-11-29,2023,Q4,11,November,North America,Canada,Furniture,Tables,Home Office,4,349.71,1398.84,1042.99,355.85,0.2544
2024-05-05,2024,Q2,5,May,Europe,Italy,Clothing,Outerwear,Consumer,14,114.44,1602.16,1329.07,273.09,0.1705
2024-02-07,2024,Q1,2,February,Europe,France,Office Supplies,Art Supplies,Consumer,5,9.08,45.4,27.72,17.68,0.3894
2024-10-20,2024,Q4,10,October,Asia Pacific,Australia,Furniture,Tables,Corporate,13,1168.47,15190.11,11327.84,3862.27,0.2543
2024-04-06,2024,Q2,4,April,Asia Pacific,Australia,Electronics,Accessories,Consumer,4,852.28,3409.12,2606.92,802.2,0.2353
2022-10-12,2022,Q4,10,October,Europe,UK,Clothing,Pants,Consumer,14,106.03,1484.42,934.46,549.96,0.3705
2024-03-11,2024,Q1,3,March,North America,Mexico,Clothing,Shirts,Corporate,9,90.25,812.25,440.37,371.88,0.4578
2022-08-11,2022,Q3,8,August,Asia Pacific,India,Office Supplies,Paper,Consumer,11,194.02,2134.22,1349.35,784.87,0.3678
2022-08-02,2022,Q3,8,August,Europe,Germany,Clothing,Shirts,Consumer,19,41.48,788.12,439.86,348.26,0.4419
2023-02-12,2023,Q1,2,February,North America,Canada,Office Supplies,Paper,Consumer,3,133.33,399.99,339.68,60.31,0.1508
2023-08-20,2023,Q3,8,August,North America,Canada,Electronics,Laptops,Home Office,16,316.87,5069.92,4204.82,865.1,0.1706
2022-01-23,2022,Q1,1,January,Europe,UK,Clothing,Pants,Consumer,13,52.24,679.12,549.51,129.61,0.1908
2022-08-15,2022,Q3,8,August,Europe,Italy,Clothing,Outerwear,Consumer,19,20.05,380.95,272.34,108.61,0.2851
2024-03-07,2024,Q1,3,March,Europe,France,Furniture,Tables,Corporate,6,726.64,4359.84,2813.13,1546.71,0.3548
2024-08-30,2024,Q3,8,August,Europe,UK,Furniture,Storage,Home Office,7,1001.25,7008.75,5845.98,1162.77,0.1659
2024-07-28,2024,Q3,7,July,Asia Pacific,Japan,Electronics,Phones,Corporate,9,442.98,3986.82,2359.66,1627.16,0.4081
2022-05-12,2022,Q2,5,May,Latin America,Chile,Furniture,Storage,Corporate,16,906.07,14497.12,9285.57,5211.55,0.3595
2024-10-02,2024,Q4,10,October,Latin America,Argentina,Electronics,Accessories,Consumer,1,340.97,340.97,217.24,123.73,0.3629
2023-08-13,2023,Q3,8,August,Latin America,Argentina,Office Supplies,Binders,Home Office,2,12.43,24.86,17.82,7.04,0.2832
2022-12-25,2022,Q4,12,December,Latin America,Brazil,Furniture,Storage,Home Office,4,864.36,3457.44,2449.01,1008.43,0.2917
2024-06-03,2024,Q2,6,June,Latin America,Argentina,Furniture,Storage,Home Office,9,220.0,1980.0,1070.72,909.28,0.4592
2022-07-15,2022,Q3,7,July,Latin America,Chile,Electronics,Phones,Consumer,19,661.39,12566.41,8614.14,3952.27,0.3145
2023-07-15,2023,Q3,7,July,Asia Pacific,China,Furniture,Tables,Corporate,11,883.51,9718.61,7947.94,1770.67,0.1822
2022-09-06,2022,Q3,9,September,Asia Pacific,China,Electronics,Accessories,Corporate,18,426.96,7685.28,6206.4,1478.88,0.1924
2024-04-19,2024,Q2,4,April,Latin America,Brazil,Office Supplies,Paper,Home Office,3,34.53,103.59,67.49,36.1,0.3485
2022-04-02,2022,Q2,4,April,Latin America,Brazil,Electronics,Accessories,Home Office,4,1267.36,5069.44,3463.86,1605.58,0.3167
2024-08-03,2024,Q3,8,August,Latin America,Argentina,Clothing,Shirts,Corporate,14,231.44,3240.16,2285.34,954.82,0.2947
2022-03-19,2022,Q1,3,March,North America,Canada,Electronics,Accessories,Consumer,4,481.46,1925.84,1175.25,750.59,0.3897
2023-11-01,2023,Q4,11,November,Latin America,Argentina,Clothing,Shirts,Consumer,2,196.43,392.86,310.37,82.49,0.21
2023-05-12,2023,Q2,5,May,Latin America,Brazil,Clothing,Pants,Consumer,18,105.95,1907.1,1083.84,823.26,0.4317
2022-12-16,2022,Q4,12,December,North America,Mexico,Electronics,Phones,Corporate,1,713.89,713.89,603.75,110.14,0.1543
2022-09-12,2022,Q3,9,September,Latin America,Brazil,Electronics,Accessories,Consumer,13,848.86,11035.18,7847.86,3187.32,0.2888
2023-07-14,2023,Q3,7,July,Europe,Italy,Office Supplies,Paper,Consumer,19,105.68,2007.92,1412.02,595.9,0.2968
2022-03-12,2022,Q1,3,March,Europe,Italy,Electronics,Accessories,Home Office,5,119.94,599.7,487.72,111.98,0.1867
2022-07-30,2022,Q3,7,July,Latin America,Chile,Office Supplies,Binders,Consumer,10,162.89,1628.9,1356.36,272.54,0.1673
2022-01-10,2022,Q1,1,January,North America,Canada,Furniture,Chairs,Corporate,7,1475.18,10326.26,5474.43,4851.83,0.4699
2023-05-04,2023,Q2,5,May,Europe,Germany,Electronics,Laptops,Consumer,1,1177.1,1177.1,733.38,443.72,0.377
2022-01-30,2022,Q1,1,January,Asia Pacific,Japan,Electronics,Phones,Consumer,2,1323.52,2647.04,1676.46,970.58,0.3667
2022-12-10,2022,Q4,12,December,Europe,Germany,Clothing,Outerwear,Consumer,18,187.85,3381.3,2758.6,622.7,0.1842
2023-11-01,2023,Q4,11,November,Asia Pacific,Japan,Furniture,Storage,Corporate,12,1148.02,13776.24,11254.34,2521.9,0.1831
2024-05-26,2024,Q2,5,May,North America,USA,Furniture,Chairs,Corporate,12,148.68,1784.16,1404.44,379.72,0.2128
2023-10-25,2023,Q4,10,October,Europe,Germany,Clothing,Outerwear,Corporate,4,75.84,303.36,179.76,123.6,0.4074
2022-01-25,2022,Q1,1,January,Latin America,Brazil,Clothing,Shirts,Consumer,2,243.94,487.88,338.66,149.22,0.3059
2023-07-25,2023,Q3,7,July,Asia Pacific,China,Electronics,Phones,Corporate,12,1877.22,22526.64,14938.33,7588.31,0.3369
2023-09-10,2023,Q3,9,September,Latin America,Brazil,Furniture,Tables,Consumer,16,1310.14,20962.24,11688.96,9273.28,0.4424
2023-10-27,2023,Q4,10,October,Latin America,Chile,Furniture,Tables,Consumer,19,968.42,18399.98,12881.14,5518.84,0.2999
2023-10-14,2023,Q4,10,October,Latin America,Brazil,Office Supplies,Paper,Home Office,13,164.82,2142.66,1689.91,452.75,0.2113
2024-07-08,2024,Q3,7,July,Latin America,Chile,Furniture,Storage,Home Office,5,1164.44,5822.2,3977.67,1844.53,0.3168
2022-01-28,2022,Q1,1,January,Europe,Germany,Electronics,Laptops,Consumer,10,1131.7,11317.0,7139.14,4177.86,0.3692
2024-05-27,2024,Q2,5,May,Europe,Germany,Electronics,Phones,Corporate,7,939.48,6576.36,3664.21,2912.15,0.4428
2024-10-18,2024,Q4,10,October,Asia Pacific,Japan,Furniture,Tables,Consumer,19,1134.06,21547.14,12614.91,8932.23,0.4145
2022-03-19,2022,Q1,3,March,Europe,Italy,Office Supplies,Paper,Corporate,3,14.97,44.91,28.71,16.2,0.3607
2023-10-13,2023,Q4,10,October,North America,Mexico,Clothing,Outerwear,Corporate,13,286.68,3726.84,3015.94,710.9,0.1908
2022-02-18,2022,Q1,2,February,Europe,UK,Office Supplies,Paper,Consumer,8,168.63,1349.04,743.14,605.9,0.4491
2022-04-21,2022,Q2,4,April,Europe,France,Clothing,Outerwear,Corporate,4,22.05,88.2,44.9,43.3,0.4909
2023-01-11,2023,Q1,1,January,Latin America,Chile,Electronics,Phones,Corporate,8,1190.35,9522.8,6647.93,2874.87,0.3019
2022-05-24,2022,Q2,5,May,Europe,Germany,Furniture,Chairs,Consumer,16,366.62,5865.92,3462.87,2403.05,0.4097
2022-07-07,2022,Q3,7,July,Europe,France,Furniture,Storage,Consumer,7,219.17,1534.19,790.76,743.43,0.4846
2024-05-22,2024,Q2,5,May,Latin America,Argentina,Furniture,Storage,Consumer,9,1361.92,12257.28,8380.49,3876.79,0.3163
2023-05-17,2023,Q2,5,May,Latin America,Brazil,Furniture,Tables,Corporate,12,144.73,1736.76,1443.4,293.36,0.1689
2024-07-07,2024,Q3,7,July,Europe,UK,Clothing,Shirts,Corporate,14,147.2,2060.8,1356.11,704.69,0.3419
2024-03-26,2024,Q1,3,March,Latin America,Brazil,Clothing,Pants,Corporate,18,67.57,1216.26,662.17,554.09,0.4556
2024-10-31,2024,Q4,10,October,Latin America,Brazil,Clothing,Shirts,Corporate,14,165.2,2312.8,1355.41,957.39,0.414
2024-05-25,2024,Q2,5,May,North America,Canada,Furniture,Storage,Home Office,11,1060.83,11669.13,8811.07,2858.06,0.2449
2022-12-26,2022,Q4,12,December,Asia Pacific,India,Clothing,Pants,Corporate,18,279.85,5037.3,2679.34,2357.96,0.4681
2023-08-04,2023,Q3,8,August,Latin America,Chile,Clothing,Shirts,Corporate,18,208.27,3748.86,2097.32,1651.54,0.4405
2022-10-07,2022,Q4,10,October,Latin America,Brazil,Furniture,Chairs,Consumer,19,550.23,10454.37,8029.9,2424.47,0.2319
2022-01-27,2022,Q1,1,January,Asia Pacific,India,Clothing,Pants,Corporate,9,136.32,1226.88,623.75,603.13,0.4916
2024-02-04,2024,Q1,2,February,Latin America,Argentina,Office Supplies,Art Supplies,Home Office,1,9.33,9.33,7.89,1.44,0.1543
2022-05-26,2022,Q2,5,May,Latin America,Brazil,Electronics,Laptops,Home Office,16,1917.77,30684.32,21778.99,8905.33,0.2902
2022-11-29,2022,Q4,11,November,Europe,Italy,Office Supplies,Art Supplies,Corporate,16,192.82,3085.12,1666.47,1418.65,0.4598
2024-11-09,2024,Q4,11,November,Latin America,Chile,Office Supplies,Art Supplies,Consumer,13,51.2,665.6,355.39,310.21,0.4661
2024-02-29,2024,Q1,2,February,Latin America,Chile,Furniture,Chairs,Corporate,18,1212.47,21824.46,16087.7,5736.76,0.2629
2022-03-12,2022,Q1,3,March,Asia Pacific,China,Furniture,Tables,Home Office,13,754.63,9810.19,8072.33,1737.86,0.1771
2024-07-21,2024,Q3,7,July,Europe,UK,Furniture,Storage,Home Office,15,700.61,10509.15,7563.55,2945.6,0.2803
2022-11-27,2022,Q4,11,November,North America,USA,Electronics,Accessories,Home Office,11,1703.13,18734.43,11497.75,7236.68,0.3863
2024-02-27,2024,Q1,2,February,Latin America,Chile,Electronics,Accessories,Consumer,14,1927.07,26978.98,20384.92,6594.06,0.2444
2024-05-16,2024,Q2,5,May,Europe,Italy,Office Supplies,Art Supplies,Corporate,9,127.99,1151.91,874.17,277.74,0.2411
2024-10-22,2024,Q4,10,October,Latin America,Chile,Office Supplies,Art Supplies,Corporate,19,70.17,1333.23,1007.66,325.57,0.2442
2022-07-02,2022,Q3,7,July,North America,Mexico,Office Supplies,Paper,Corporate,1,167.36,167.36,130.78,36.58,0.2186
2023-03-06,2023,Q1,3,March,Latin America,Chile,Office Supplies,Paper,Consumer,17,191.65,3258.05,2644.06,613.99,0.1885
